comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_likes,video_comments,video_shared
TSMY pun dulu bukit gambir lari pagoh dah datang tengok kawasan bukit gambir & pagoh belum? #janganberatsebelah,@heads.klmy,Heads.klmy ,4,0,2022-11-16,2023-01-30,31.7K,3113,2963
Pengundi Permatang Pauh hadir. Ini kali kita undi PN! 💙💚,@srikandi_umar,izzahzahir_19 ,3,0,2022-11-16,2023-01-30,31.7K,3113,2963
undi PN,@inaperakina,Ina ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
insyaallah PN,@hasif6599,hasif6599 ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
Bapak ngn Anak pelakon handalan,@ylil_xximn,준혜빈 ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
Ank perjuang utk bapak dia je utk jd pm...,@hasbakeri,hasnur ,2,0,2022-11-16,2023-01-30,31.7K,3113,2963
luahan ikhlas . boleh nmpk Dari mata Dan suara sebak,@drnikmf,nik.m.f ,4,0,2022-11-16,2023-01-30,31.7K,3113,2963
insha allah kemenagan milik ustaz fawwaz,@f_quartararo20,F_Quartararo20 ,3,0,2022-11-16,2023-01-30,31.7K,3113,2963
"jangan hina macam tu makcik.Doa itu lebih baik.
Tenang2kan hidup kita .",@ummihijrah63,UmmiAsiah ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
Tok sapa ni ahhaha,@dayahranii,D ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
cuba tanya penduduk PD apa wakil rakyat depa buat.,@jaiee_7,jaiee ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
Kena kencingggg hangcingg permatang pauh... PN the best In Syaa Allah,@hazarin88,Hazarin88 ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
terbaik,@humaira87156,humaira87156 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
esok buat branch klcc naaa,@tzapora2,tzapora ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
tula mana yg duk pangkah xfikir2 tu renung2kanlaaa ..,@fieda857,Fida Misnan ,2,0,2022-11-16,2023-01-30,31.7K,3113,2963
Is true makcik’ dorang ni bila nak memgundi baru la nak nak potong bawang dengan rakyat’ baru nak jalan2 ke sana sini.,@kiymiy_,kiymiy_ ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
@n_izzah tengokkk laaa sendiri,@mengapaaaku,awakketu ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Makcik pilih PN terbaik makcik,@eimaaa94,Eimaaa94 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
pilihlah perikatan Nasional dan pas,@cheummi5,cheummi5 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
dalam 300 dlm tangan,@wanpkw_,W🅰️N 👾 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
tag nurul izzah plzzz,@azmanawang708,BajuPuteh ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
knpa ye org suka bertanding kt tmpt yg diorang tak duduk..,@ummufateh82,NailofarSahara ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Kami matang pauh nak nurul izzah...undi PH sbb nurul izAh pengbangkang bkn kerajaan ..bkn ada dt cukai,@user1178769211882,SephoraShop ,3,0,2022-11-16,2023-01-30,31.7K,3113,2963
sy sokong ap makcik cakap 🥰,@ashuumie96,Ashuumie ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
pakat repost please 😌 biar yg lain² sedar 🥺,@ashuumie96,Ashuumie ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
makcik ni org kuat dacing 😁,@ameerashaffie,AmeeraShaffie ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
betul tu mak cik,@tioaiphin,tioaiphin ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
mkcik nak perubahan kite sokong ustaz fawwaz plk kali ni ☝️☝️💚💚💙💙Allahhuakbar moga permatang pauh ade sinar pasni aamiinnn,@norizan196,norizanalias ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
Hadir mkcik,@botakgondol3030,Si Luncai ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
anak bapak,@amaddanial01,Amad Danial ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
"jom ubah , × PN .",@8242adnan,Adnan Osman ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Ayh anak should get oscar award,@choki_choki_rumba,Amsyarأمشار ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
semua camtu mokcik oii,@zienorhsn,norzie ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Bukan dia sllu blk permatang pauh ka😳,@sitisafura88,Safura ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
pandai mkcik,@nirahaznira,Haznira Haron ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Jom undi PN,@zukae_,kai 🕊️ ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
lain kali sokong orng yg mmng dok kt situ.. senang skit..,@muskid37,hafis ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
Mmg sejenis pandai bercakap tp.. 😂,@anasdanmommy,Nur Atiqah Haruddin ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
"Assalamualaikum..
apa lagi..tukar pilih lah PN PN insyaallah kebahagiaan akan datang di permatang pauh",@sofi.alfatih99,"KANDA ""MERPATI PUTIH"" 99. ",0,0,2022-11-16,2023-01-30,31.7K,3113,2963
PN @Ustaz Muhammad Fawwaz Md Jan ✅❤️,@muhd.fikry,Muhammad Fikri ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
entah nk komen apa tapi kalau logik akal dana semua dari kerajaan deme nk pembangkang mna datang bantuan confirm2 kena minta kerajaan yang mentadbir .,@dondeematlodeh,dondematlodeh ,2,0,2022-11-16,2023-01-30,31.7K,3113,2963
اِ نْشَآ ءَاللّهُ.. @Ustaz Muhammad Fawwaz Md Jan akan menjadi wakil rakyat yg terbaik,@bakaljenazah925,BakalJenazah92 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
btl tu mak cik..,@nusi181,user7284731703042 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
betul makcik tolak PH DAP ambik Islam pulak makcik PILIH LAH YANG TERBAIK,@ibni3412,Ibni3412 ,2,0,2022-11-16,2023-01-30,31.7K,3113,2963
"😁so tukar lah, pk lah sndiri rakyat, pilihan d tangan korang😊",@missayu1987,HIDAYU87🤗 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
kerusi anak beranak tu Permatang Pauhhh,@malikwahid2089,Malik Wahid ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Waktu tu 22 bulan 🥰..makcik..bgi kah pluang smpai 5 tahun🥰,@uhuk1_,K ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Allahu sabar dan tabah ye makcik🥺,@_syapie_,pie ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
betul makcik ckp jum ramai2 undi pH dsai,@naqiib_97,@ NAQIB_9777 ,3,0,2022-11-16,2023-01-30,31.7K,3113,2963
hang dok KL ja la..kita kalih kali ni,@kayde1411,kaydey 🇲🇾 ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
Parti anak beranak jadi MP,@fadleehassan,fadleehassan ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
semua parti lagu tu makcik bila nak pilihanraya ni😅,@idabahar66,IdaBahar66 ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
"Sungguh,betoi apa makcik ckp…",@farizphan,Fariz Irfan ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
untk apa nk prjuangkn orng yg bkn iklas nk mmbntu rakyt..crila yg btul2 yg blh mmbntu kita..,@damiaalyana1,Annaana.. ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
ni yg org muda kita nak . sabaq jala mak cik,@anakmalaya93,anakmalaya93 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
opkos utk papa,@anakmalaya93,anakmalaya93 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
"bukan apa makcik, paling penting hadir parlimen😁",@mr.shafiqazizan,MR.SHAFIQAZIZAN ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
apa yg ada kat permatang pauh tu 😂 org sana tlong jawab sikit. kami tau kwujudan time pru je 🤣,@honeyoo__,honeyoo__ ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
tolak ph,@shalmihasrol,shalmi hasrol ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Byk tempat sama je cik... yb Parti lain pn berlambak x buat apa Kat tempat depa... entahlah,@lovelyatiefa,Atiefa ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
mantap makcik sound terus...undi PN makcik,@semanng356,ketupat356 ,2,0,2022-11-16,2023-01-30,31.7K,3113,2963
"Jom undi
Ustaz Fawwaz ✖️",@wd.zk,wd ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
"Ikutlah makcik nak kata apa pun, PH tetap di kaki",@palychenko,palychenko ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
Sy pon orng permtng pauh Sepupusepapat gn mk penakan dok kt sn.. Mmng x dak perubhan lngsng,@mdnoryatie0,Mdnor yatie ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
perjuangan anak beranak ja ni geng2 ni,@hhh.skoda,Hafiz ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
Memang harapan sunguh lah😂,@chagiya92,chagiyafzh ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
peratip ph tk pcaya ckp makcik nie,@mohamad_alifil95,Muhd Alifil ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Perjuangan depa ..Presiden Parti naik jadi PM jaaa,@fizznassa94,Hafiz Nassa ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
pikir juga sumbangan secara langsung & x langsung pada rakyat. jgn ckp org x buat keje. semua wakil parlimen insyaallah buat keje cuma nmpk x nmpk je.,@_asbmn_,asbmn ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
tolak ph,@elizawatyjunaidi73,Eliza ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
sabar santai minum kopi Dulu maci..,@yusrizanyus1,yusrizanyus1 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
betul tu,@elizawatyjunaidi73,Eliza ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Bagus makcik satu penjelasan yg cukup jelas terima kasih makcik👍,@fariduanwan,Fariduan Wan ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
"mahathir-selagi anak dia x jdi pm.
izzah-selagi bapak dia x jdi pm.
😅",@syedmohdfizalsyedhamid,👧walid is here👶 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Die motif nk pejuang kat bapak die jer..matlamat utama keluarga pak nua,@kuziemyori,along soey ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Apa pendapat YB? @n_izzah,@sirhookofficial,SIR HOOK ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Permatang Pauh dok tara tu jugak..,@mr_faraid_protazz,Mr Protazz Hafiz ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
BN pun sama.nk pilihanraya baru muncul..tgk ustazah masyitah udah lerrr..,@lailamyzara,laila outdoor ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Tolak PH.,@bisikan_kebaikan,Nur iman ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Nmpk sgt makcik jjur… tq makcik,@ajibdoinggood,Jibbiy :) ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
i like u mak cik 🥰,@izz_bobo,nomad_rose ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
iyo lerrr cik..,@faqrul.trio,Pots ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
AQ HARAP PN DPT AMIK PERMATANG PAUH LPSTU UBAHKN PERMATANG PAUH KEARAH LBIH MAJU DN LGI BGUS DRI SBLOM2 NI 🥰,@boyyzzz10,AIDIL FIKRI ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
PN kali ni makcik.,@hzm.zamri,ZM's Family & Quran 🥰❤️ ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
luahan yg sangat jujur,@nurulnadia9282,Nad9282 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
bukan semua wakil rakyat mcm tu ke😂,@naeemburkley,"Naeem, ",0,0,2022-11-16,2023-01-30,31.7K,3113,2963
dia perjuangkan ayah dia je nak jadi PM,@nazjay78,As1234 ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
betul makcij,@qtefaa,Iefa80 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
😂 pelakon handalan,@azmimie06,Azmi Mie ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
Ini yg penyokong anwar dok sanjung😂,@psyychoo7,psychoo ,2,0,2022-11-16,2023-01-30,31.7K,3113,2963
mak cik...undi saja la apa yg kita suka...janji jgn memburukkan orang....dekat pilihanraya ni banyak yg menambah dosa....susah nanti kita diakhirat,@user8173536110726,user8173536110726 ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
Makcik 🥺,@lalalionpika,Syafiqah | Pika 👽✨ ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
"Ni yg makcik cleaner ak ckp, mase nurul uzzah pgg Pantai.. last nampak mase kempen undi.. lps tu hilang trus, baik undi Nong Chik depa kata",@chloe.aa1,Akma Mokhtar ,3,0,2022-11-16,2023-01-30,31.7K,3113,2963
undi lah PN 👍,@aju77005,aju77005 ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
"Waduuuh
ADUN dgn parlimen lain tugasnya🤣🤣🤣",@lordofthestone,Lord Of The Stone The Beast ,3,0,2022-11-16,2023-01-30,31.7K,3113,2963
bijak dalam memilih pemimpin..Insya Allah,@eima_amin,eimaamin2108 ,1,0,2022-11-16,2023-01-30,31.7K,3113,2963
dari Bapa kmdian emak..paih tu ke Anak..Permatang Pauh dok camtu jugak..tang mana reformasi nya 🤪🤪,@tarantula394,Tarantula ,3,0,2022-11-16,2023-01-30,31.7K,3113,2963
ٱلْحَمْدُلِلَٰهِ,@mamattexsas,TJSB99 ,0,0,1-4,2023-01-30,31.7K,3113,2963
hahahahaha..,@surizal48,surizal48 ,0,0,2022-12-5,2023-01-30,31.7K,3113,2963
ada MP baru dah berubah belum,@superlist3r,Sultan Penmurah ,0,0,2022-12-4,2023-01-30,31.7K,3113,2963
#fyp,@blackbaby273,chacha ,0,0,2022-11-21,2023-01-30,31.7K,3113,2963
SETUJUUUUUUUUUU,@ermmmmmhh,Niimunn ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
🥰🥰🥰PAS 🥰🥰🥰PN,@ahmad140630,wanahmad1988 ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
"Sudah jatuh baru tergadah, Jangan jatuh kali kedua. Nasib orng kita, kita kena bela.",@nuaqchubby96,❄️NUAQCHUBBY❄️ ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
undilah Calon yg bermastautin ditempat itu,@user7273511505818,Fiz ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
PH,@zuraihanzu68,Zuraihan Zu656 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
hahaha....,@hambamu3010,Aku Tetap Aku ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
alamak,@cikamy5036,Cikamy ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
ph 👍,@mietualang,مي توالع ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
terbaik,@arifyasin_oku_official,♿Arif_Yas 🌿🌹🌿 ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
makcik luah dgn penuh perasaan 🥺🥺🥺,@nuremelia35,AmyliaKozen 💖 ,645,0,2022-11-14,2023-01-30,31.7K,3113,2963
😂😅pelakon drama wanita populer,@zakuanshah,zakuanshah ,12,0,2022-11-14,2023-01-30,31.7K,3113,2963
tolak DAP ph,@mohdiz3,Zqidilelq ,610,0,2022-11-14,2023-01-30,31.7K,3113,2963
"bapak,mak,anak sama jerr.terima kasih makcikk sedar",@ic.saya.11,𝒄𝒐𝒌𝒍𝒂𝒕𝒎𝒂𝒏𝒊𝒔 ,248,0,2022-11-14,2023-01-30,31.7K,3113,2963
"Tepat skali, depa jadikan penyokong depa tongkoi
pilih la gelombang biru mk cik🥰🥰🥰🥰",@liezaziera,user7246532880587 ,281,0,2022-11-14,2023-01-30,31.7K,3113,2963
Betul ckp makcik....,@rinnaanna1,Rinna Anna230 ,195,0,2022-11-14,2023-01-30,31.7K,3113,2963
bungkus kali ni ph dap insyallah,@mdblalang,MdBlalang ,8,0,2022-11-14,2023-01-30,31.7K,3113,2963
mereka anak beranak nak balas dendam.je..,@jie781,JieWI ,14,0,2022-11-14,2023-01-30,31.7K,3113,2963
"Mokcik tunggu la PN jadi Parlimen skrg ni 5 thn pulak, Kito tengok Ustaz pula buat kerja....",@MS4wLjABAAAASdXxp7hJ8Wb6GGJgFGktITw3rlq3yMWtTSmMZr06wVeQgUygMLCZcyu_SzX3WOxi,user319807 ,0,0,1h ago ,2023-01-30,31.7K,3113,2963
😂😂😂😂😂😂😂😂😂😂😂,@mohdrasulmansor,mohdrasulmansor ,0,0,11h ago ,2023-01-30,31.7K,3113,2963
berubah kertu makcik..,@MS4wLjABAAAATutUjVEHvwrrBPBfEfNSqDHiXyurLKC92maflyl3aGrv0U5EcVWte0jF-qaHY5C6,user638192 ,0,0,3d ago ,2023-01-30,31.7K,3113,2963
pas/pn perlu bangkit demi kelangsungan hidup dan nasib rakyat2 marhaen yang bergolongan b40 ini.. naikkan abah pemimpin yang berjiwa rakyat demi rkyat,@mdyusrimdjusoh1,mdyusrimdjusoh ,1,0,4d ago ,2023-01-30,31.7K,3113,2963
makcik ni tau ker tugas sorang MP,@kuburiyun,habibers ,0,0,1-21,2023-01-30,31.7K,3113,2963
Diri sdiri boleh buat perubahan tak?,@mahadiothman2,mahadiothman2 ,0,0,1-19,2023-01-30,31.7K,3113,2963
makcik tengok dulu dia keturunan mana..anak Anwar Tu makcik..mana lagi kuah X tumpah..kalau ke nasi..,@berukbekeng84,m.k1984 ,0,0,1-17,2023-01-30,31.7K,3113,2963
sbb makcik org pn 😅😅😅,@azizulhelmi8991,azizul helmi ,0,0,1-16,2023-01-30,31.7K,3113,2963
Terhebat.. Berani,@pemburujholo,Pemburu jholo ,0,0,1-13,2023-01-30,31.7K,3113,2963
La ni mesti Permatang Pauh dah maju kan.. banyak berubah… YB dia pun skrg rajin ronda dekat mall,@user368883837835,🏎️ ,0,0,1-13,2023-01-30,31.7K,3113,2963
kena game org² politik....kesian,@ezzra_strange,Rezza Alchemy ,0,0,1-7,2023-01-30,31.7K,3113,2963
makcik masak nasi dan bersembanglah dengan jiran tepi rumah biar nurul dia pusing seluruh permatang pauh,@mohdnoor691,mohdnoor691 ,0,0,1-4,2023-01-30,31.7K,3113,2963
ank papa macai diorg sama je😂,@blackshadow760,black dragon 37 ,0,0,2022-12-29,2023-01-30,31.7K,3113,2963
hahaha.. makcik nipun boleh jdi pelakon,@ms.niahh,ms ,0,0,2022-12-28,2023-01-30,31.7K,3113,2963
Harap2 adalah perubahan kat permatang pauh bawah pas ye.. Jgn pula minta simpati dgn PMX lepas ni😂😂😂,@ryjermu,RyJerMu ,0,0,2022-12-26,2023-01-30,31.7K,3113,2963
tula ..aku rasa pon .barang dapur mahal,@shikin1232,ikin ,0,0,2022-12-25,2023-01-30,31.7K,3113,2963
anak borek bapak rintik,@norafiza85,norafiza ,0,0,2022-12-13,2023-01-30,31.7K,3113,2963
nurul Izzah dan bapa nya memang pelakon handalan.,@zamrahim3,ZAM RAHIM ,1,0,2022-12-11,2023-01-30,31.7K,3113,2963
anak bapak 🥰bapak borek anak rintik ckp pandai kerje slow,@hafizan121,user2531370277283 ,0,0,2022-12-9,2023-01-30,31.7K,3113,2963
"wakil rakyat sekarang ni di p044 permatang pauh,senang sgt nak jmpa,dia mai di surau2 dan masjid2 area kt",@ahra3261,ahra89 ,0,0,2022-12-7,2023-01-30,31.7K,3113,2963
sekali org tua bersuara..,@melani_sari,chemist_art ,0,0,2022-12-7,2023-01-30,31.7K,3113,2963
MAK TOLONG PILIH USTAZ FAWAS NAA.... JGN DOK PILIH ORG LAIN...,@zaharahlahm,zaharahlahm ,0,0,2022-12-6,2023-01-30,31.7K,3113,2963
"maseh betoi lg kaa cakap2 mak cik ni laa nie.. ??
😅😅😅😅
tanya jaa",@user3309295600396,user3309295600396 ,0,0,2022-12-6,2023-01-30,31.7K,3113,2963
"Xpe makcik.. Masih awal lg perjalanan babak dia, kita tgk apa yg dia nak bt untuk ekonomi yg dia janji kan untuk seluruh rakyat.",@hayda8585,🕊️🕊️🕊️ ,0,0,2022-12-5,2023-01-30,31.7K,3113,2963
sekarang mak cik ni dh kayak dh...bnyk perubahan di Sana.. sekarang mak cik ni dh jadi wakil rakyat di Sana...hidup mak cik...,@daddylee10,Daddy lee ,0,0,2022-12-4,2023-01-30,31.7K,3113,2963
smua sama mkcikk😂😂 2x5,@muhdhafisr1,Hafisar ,0,0,2022-12-4,2023-01-30,31.7K,3113,2963
mak cik Tak tgok ke..kat parlimen urul izzah macam mana pertahankan segala,@sue.mayang,sue.mayang ,0,0,2022-12-1,2023-01-30,31.7K,3113,2963
Aku suka bapak dia je ank dia xsure apa kelebihan dia 😂,@bundacorla_33,. ,0,0,2022-11-28,2023-01-30,31.7K,3113,2963
bapak borek ank rintik...dua2 pelakon handalan😂,@nurulnaserulrafiqraisha,nurulnaserulrafiqraisha ,0,0,2022-11-23,2023-01-30,31.7K,3113,2963
Dia berjuang untuk bapak dia je,@sunfl0wer.co,Sunfl0wer. ,0,0,2022-11-22,2023-01-30,31.7K,3113,2963
sy baru puji NI ni... dia dok kl ghupanya... mcmn nak tgk org permatang pauh!!! aduhhh,@isteriaku,isteridia ,0,0,2022-11-21,2023-01-30,31.7K,3113,2963
byk yo dapat upah ya mkcik....,@anchew8,anchew8 ,0,0,2022-11-20,2023-01-30,31.7K,3113,2963
mkcik2..,@anchew8,anchew8 ,0,0,2022-11-20,2023-01-30,31.7K,3113,2963
steady mkck. ada juga yg berani bsuara mcm ni,@hijau_minion,s ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
yg aku muskil dia 70 taun pon msh minat hal politik..ckp perubahan itu ini bagai😁,@jamidisaid,Js878 ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
hahahahha.. mak cik kata dapat gaji buta😂 betul mak cik.. jom kalihh,@aziela716,aziela ,1,0,2022-11-17,2023-01-30,31.7K,3113,2963
Jangan undi pakatan hancing,@_man.rxz,_man.Rxz ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
@rizalahmad1756:YB NUR IZZAH pun nk cekau duit mana nk buat perubahan di pmrtg pauh..kerajaan pusat yg control..adoiii laaa..sabaq la sat .tgu DSAI PM,@rizalahmad1756,AWANG ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
YB NUR IZZAH pun nk cekau duit mana nk buat perubahan di pmrtg pauh..kerajaan pusat yg control..adoiii laaa..sabaq la sat .tgu PH perintah slpas PRU15,@rizalahmad1756,AWANG ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
"Dulu saya perjuangkan nurul izzah. Adore dengan dia. Perjuangkan DSAI. Masa dia kena fitnah liwat, bermati matian bela dia. Tapi untuk mengundi ni, tak mengapalah. Saya undi orang lain.",@nnwrrh,raudhatulnawarra ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
pening parti anak beranak ni...,@bayanganserikandi,fendiofficial@89 ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
iyolah makcik... kita undi PH,@seventy_zero,K O S O N G 🇲🇾 ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
makcik tak sokong pun dia menang jugak 😂,@pzswro,makima ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
bgs la mkcik dh sedar😅,@mutolib01,alyamazuin ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
Haaa org dok matang pauah ja pahammm,@coachshakira,Shakira Nurisya ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
Hasa,@coachshakira,Shakira Nurisya ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
#pnbest,@mohdsharul8410,mohdsharul8410 ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
dia berjuang utk bapa dia... tu je.. mmg dia bgus kl kt parlimen tp rmai lg yg bgus.. bg jela org betul² nk jd wakil rakyat..bkn ahli parlimen,@meer1182,Amir Othman ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
betul tu!!,@pulut_kuning_kuah_kari,Danny Yuszhar ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
PH nak jadi PM saja . tak ada pun .,@asma2803004,3004 ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
BN lagi teruk. wak jahid tu apa cerita,@thembrk,ah. mbrk ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
pnbest,@safiasyifa0,safiasyifa0 ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
muka serupa UMNO..mcm orang kg aku,@mohdadam1989,user932939 ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
tpi yg peliknye dia ttap menang kat sana p.pauh,@adyjawa1,aku jawa.. ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
kepala bataih maju teruk,@pakmansdaughter,Pakman's DaughtEr ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
betul sangat. propa anak beranak tu....,@nassyraff,user2289767199006 ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
haha ggg kna sedas kencing ph jgn undi,@mohdazrulbinibrah,mohdazrulbinibrah ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
@vipaidaa keno stepekk,@senahgomez97,ꜱᴇɴᴀʜɢᴏᴍᴇᴢ ✨ ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
luahan hati penduduk..jadi mcm grik pun org luar mai tanding..elok bgi kalah,@tobengshah,Tobeng Shah ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
"rwsanya mmg tugas parlimen tu mengubal dasar, bukan suap2 dekat org2 yng harapkan bantuan aje",@nabilicious1775,rsolvovo hbk ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
Bapak aq kata perjuangan dorg ni demi dendam 😂 bkn demi rakyat..,@leyaguilar91,Oewlley ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
"permatang pauh tu jalan pon cm apa lgi, jem memanjang",@nzrlnaim_,naim 光 ,0,0,2022-11-17,2023-01-30,31.7K,3113,2963
"hahahahah , sungguh ehh , aku ni mntak bantuan balu kat mak aku smpai kesudah x nmpak apa 😌",@nursakinahhjrazal,Nursakinah Hj Razali ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
betul. permatang pauh ni xda nmpk maju.,@asmanordin72,Asma Nordin| Momsterpreneur ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
tolak ph dap,@recuntiktok,wano sek ito ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
dah la m.cik..kasian Nurul Izzah tu... dia nk tolng orng byk sgt ni,@nazirahbahari875,nazirahbahari875 ,3,0,2022-11-16,2023-01-30,31.7K,3113,2963
"yg nak undi pn tu, saya ucapkan selamat bergabung dgn bn 🥰",@mimsyy21,mimsss ,3,0,2022-11-16,2023-01-30,31.7K,3113,2963
"hmm ye lah baik. kalau parti rasuah lebih baik, apa salahnya. boleh sakau bnyak lagi",@mimsyy21,mimsss ,0,0,2022-11-16,2023-01-30,31.7K,3113,2963
